App Name,Package Name,Category,Sub-category,Description
ixigo,com.ixigo,Travel,Flight,"b' Find the cheapest air tickets with big cashback on flight fares. Enjoy unique features such as Automated web check-in, Smart fare alerts, Holiday calendar, Flight status & tracking. You can also compare hotel tariffs & find the cheapest room rates across the web with the best deals, discounts & cashback. Get the Best Flight Booking App now! Once you download the app, get started with these awesome benefits:COMPARE & BOOK FLIGHT TICKETS- Compare flight ticket fares across leading airlines & travel websites such as MakeMyTrip, Cleartrip, Yatra, Musafir, Cheap Ticket, Ease My Trip, Booking.com, Expedia & book cheap flights with more options in comparison to Skyscanner & Kayak.- Top airlines covered include Jet Airways, Indigo, Spicejet, Go Air, Vistara, Air Asia, Air India, Air Costa, Vistara, Lufthansa, KLM, Emirates, Singapore Airlines, Kuwait Airways, Qatar Airways, Malaysia Airlines, Thai Airways, British Airways, Emirates, Etihad, Lufthansa, Air Arabia, Cathay Pacific, Saudi Arabian Airlines, American Airlines, Delta Airlines, Continental Airlines- Get amazing cashback on all flights- Search both domestic & international flights. ixigo stores traveler details so you don\xe2\x80\x99t have to enter them each time while bookingONE-TOUCH BOOKING- Book air tickets & hotels directly o ixigo travel app in 1-tap & considerably save on both time & effort.- We have partnered with Cleartrip, Yatra & Musafir for flights & OYO Rooms for hotels. Assured assistance from Featured domestic airlines & international airlinesHIGHEST CASHBACK- Get big cashback every time you book a flight ticket via ixigo. Highest discounts on one-way flight bookings - a great value for money!- Users booking air tickets via ixigo get additional cashback on travel sites such as MakeMyTrip, Cleartrip, Yatra, Musafir, Cheap Ticket, Ease My Trip, Booking.com, Expedia etc.- Timely App Notifications for redeeming exclusive flight, hotel & holiday deals for Mobile UsersFLIGHT STATUS & TRACKING- Track flight delays, changes & cancellations for Jet Airways, Indigo, Spicejet, Go Air,, Air Asia, Air India, Lufthansa, , Emirates, & more in time- Booked somewhere else? Easily add your trips via PNR & check PNR Status of the flight anytime & stay updated- Track all the flights departing or arriving to any airport when you are receiving someone at the airportAUTOMATED WEB CHECK-IN- Take advantage of the automated web check-in feature that allows you to check-in within seconds from the app SMART FARE ALERTS- The app keeps a record of your preferred flight sectors & send you fare alerts based on your search history.- Get to know when the status of the flight fare drops so you know exactly when to book.HOLIDAY CALENDAR- Know when to plan your travel with your very own Smart Holiday Calendar- Get information about upcoming holidays & long weekends. No hassles of planning minute detailsMANAGE TRIPS- Manage your flights/hotels/holidays easily- Access all your flight & hotel bookings through ixigo Flight App- View booking details, check-in flights, share your trip detailsHOTELS & MORE- Find best hotel prices & deals. Book 40,000+ hotels in India & 350,000+ hotels globally. - Get up to Rs.5000 of cashback on online hotel booking- See hotel photos, hotel information, amenities, room rates & availability. Hotel ratings & reviews to help you choose the best hotel, powered by Tripadvisor RatingsFIND BEST CAB FARES- Wherever you\xe2\x80\x99re, make your travel more affordable, connect your Uber & Ola Accounts to find; cheapest in-city or outstation cab rideAWARDS- Named \xe2\x80\x9cBest mobile travel app across platforms 2013\xe2\x80\x9d at MOBBY\xe2\x80\x99s Award - Winner of TiE-Lumis Partners Entrepreneurial Excellence Award 2010- Honoured with NASSCOM Top 10 Emerging Company Award 2010**Please Note**For any problems & feature requests, please use the \xe2\x80\x9cfeedback\xe2\x80\x9d option inside the app.  '"
Gmail,com.google.android.gm,Communication,Email,"b' Gmail is an easy-to-use email app that saves you time and keeps your messages safe. Instantly receive your messages via push notifications, read and respond online and offline and find any message quickly.With the Gmail app, you get:\xe2\x80\xa2 An organised inbox \xe2\x80\x93 Social and promotional messages are sorted into categories so you can read messages from friends and family first.\xe2\x80\xa2 Less spam \xe2\x80\x93 Gmail blocks spam before it hits your inbox to keep your account safe and clutter-free.\xe2\x80\xa2 15 GB of free storage \xe2\x80\x93 You won\xe2\x80\x99t need to delete messages to save space.\xe2\x80\xa2 Multiple account support \xe2\x80\x93 Use both Gmail and non-Gmail addresses (Outlook.com, Yahoo Mail or any other IMAP/POP email) directly from the app.  '"
Indian Rail,com.indianrail.thinkapps.irctc,Travel,Railway,"b' Quickly Check the PNR Status of your Train Tickets Today! Indian Railway PNR& IRCTC Info Is your one stop app for all your Indian Railway and IRCTC enquiry needs with the most elegant, thoughtful and easy-to-use UI. It boasts with fast IRCTC PNR Status checking, that\xe2\x80\x99s a lot easier and quicker than Indian Railways site. Note: When you buy a ticket from IRCTC, you will get a unique 10 digit number called PNR number. This PNR Number is your Passenger Name Record Locator. You can find your PNR Number at the top-left corner of your ticket. With the help of our app (using your PNR number), you can find information related to your ticket booking status, coach number of train, a list of the passenger, and much more.Using your 10 digit IRCTC PNR Number, you can get the PNR status details from indianrail.gov.in servers using our app within minutes. Moreover, you would be able to know if your ticket is confirmed or not. ""PNR Status is issued by Indian Railways at indianrail.gov.""Here is list of some of the app features :\xe2\x80\xa2\tPNR prediction for waitlisted tickets\xe2\x80\xa2\tLoad progress indicator \xe2\x80\xa2\tImprovement in Trains B/W display\xe2\x80\xa2\tBehind-the-scene performance enhancements\xe2\x80\xa2\tTrains B/W Stations \xe2\x80\xa2\tTweaks to Time Table loading & caching, PNR sharing\xe2\x80\xa2\tUpdated PNR station list\xe2\x80\xa2\tFind information on trains running between any 2 stations including fare and real-time seat availability info.\xe2\x80\xa2\tKnowing your live train status was never easier! Get accurate live train status for all your trains. You can see the live train status in two different views - Desktop Live Train Status and Mobile Live Train Status.\xe2\x80\xa2\tGet PNR status, receive automatic status updates and travel reminders.\xe2\x80\xa2\tGet trains schedules, coaches, pantry, catering and platform information.\xe2\x80\xa2\tExpress book tickets\xe2\x80\xa2\tOrder food on your journey\xe2\x80\xa2\tGet all the latest Indian Railways News\xe2\x80\xa2\tand a lot more!In the works:\xe2\x80\xa2\tOffline Train TrackingPlease download the app today and we promise that you won\'t be disappointed! We would love to hear your feedback!Disclaimer : We at Indian Railway PNR & IRCTC Info believe that Indian Residents should check their ticket\'s PNR status hassle free with our mobile app quickly! Indian Railway PNR & IRCTC Info is not affiliated with IRCTC or Indian Railways and there are no warranties associated with the app. By using this app, you are solely responsible for any legal implications/liabilities arising from using the app. All content available in this app is for general information purpose and is intended for personal non-commercial use only. You are encouraged to re-verify the information from official sources.This app was developed to make their work (IRCTC or Indian Railways) a lot easier and provide a better experience to their traveller for their Journey via Train. If you like our app then don\'t forget to share your experience on Facebook, Twitter or on your personal blog! An incomplete list of other keywords intending to reach this app page: \xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa4\xb0, PnrStatus, Indian Railway Enquiry, PNR, PNR no, Pnr states, IRCTC Enquiry, Train Enquiry, Live Train Status, UK Train Status App.Download Indian Railway PNR& IRCTC Info Today!  '"
Yahoo Mail,com.yahoo.mobile.client.android.mail,Communication,,"b"" The best email app to easily organise your Gmail, Outlook, AOL and Yahoo accounts. Regardless of your email address, you can experience the Yahoo Mail app's beautiful design, easy-to-use interface and lightning-fast speed. What\xe2\x80\x99s more, Yahoo Mail offers 1,000 GB of free cloud storage, so you never have to worry about space again.- SIGN UP WITH ANY ACCOUNT \xe2\x80\x93 works with non-Yahoo email addresses, including Gmail, Outlook and AOL. No Yahoo email address required.- CUSTOMISE YOUR SWIPES \xe2\x80\x93 choose various actions such as delete, archive, move and more when you swipe left or right on a message.- GET NOTIFICATIONS FROM PEOPLE ONLY \xe2\x80\x93 Get notified only when you receive a new email from a person, not a company or a group newsletter.- QUICKLY SEARCH \xe2\x80\x93 search across all of your messages, contacts, files and photos, faster than ever.- GET CREATIVE \xe2\x80\x93 make sure your emails stand out with animated photos and artist-made email designs from Paperless Post.- SEND MULTIPLE ATTACHMENTS \xe2\x80\x93 easily add photos, videos and documents to an email, all in one go.- NEVER LOSE AN EMAIL \xe2\x80\x93 keep all of your emails with 1,000 GB of free cloud space.- CHOOSE A THEME - select different backgrounds and text colours for your Yahoo inbox.- DITCH PASSWORDS \xe2\x80\x93 enable Account Key for secure, password-free sign-in.- CONNECT GOOGLE DRIVE AND DROPBOX \xe2\x80\x93 easily access and send photos and documents that you\xe2\x80\x99ve stored in the cloud.- BE IN THE KNOW \xe2\x80\x93 get breaking news from Yahoo directly in the app.Tell us what you think!We\xe2\x80\x99re committed to creating the best mobile email experience possible and would love to receive your feedback: https://yahoo.uservoice.com/forums/251116-yahoo-mailNotes:- Optimized for use with TalkBack.- Yahoo does not provide a local Swiss email service.  """
Yatra,com.yatra.base,Travel,"Flight, Hotel, Railway, bus","b' Yatra.com brings you a simple and fast way to book your flights & hotel bookings when you\xe2\x80\x99re on the move with India\xe2\x80\x99s only travel application customized for your phone & tablets. Flight Bookings     \xe2\x80\xa2\tSearch and book domestic & International flights for one way and round trip bookings    \xe2\x80\xa2\tSave money on special return fares for round trip flights    \xe2\x80\xa2\tBook cheap fares on all domestic airlines, including Indigo, Spicejet, Go Air, Jet Airways, Air India, Air Asia, Air India Express    \xe2\x80\xa2\tBook cheap fares on all International airlines, including British Airways, Virgin Atlantic, Lufthansa, Emirates, Etihad, Singapore Airlines, Air Arabia, Thai Airways, Qatar Airways, Malaysian Airlines, American Airlines, Cathay Pacific     \xe2\x80\xa2\tOne screen for onward and return flight selection for round trip flights     \xe2\x80\xa2\tInitiate fresh search directly from search result page by selecting dates in air fare calendar for domestic flights     \xe2\x80\xa2\tSwipe any domestic flight itinerary on search result page for Facebook share, baggage information and flight statistics     \xe2\x80\xa2\tView recent searched flights and hotels Hotel Bookings    \xe2\x80\xa2\tBook from over 16000+ domestic hotels ranging from budget hotels to luxury hotels     \xe2\x80\xa2\tBook hotels on the Yatra app and pay directly at the hotel    \xe2\x80\xa2\tSort by Yatra recommendations, Trip advisor ratings, price & star ratings     \xe2\x80\xa2 \tGet amazing discounts on mobile bookings     \xe2\x80\xa2\tGet special rates on mobile without any promo codes    \xe2\x80\xa2\tSee number of rooms left in a hotel to avoid price increases Holidays    \xe2\x80\xa2\tPlan your holidays on the move, Choose from one of our recommended domestic or international holiday packages or book tailor made itineraries Offers and Deals    \xe2\x80\xa2\tStay updated with the best mobile offers on the appMy Bookings     \xe2\x80\xa2\tAccess all your upcoming, completed and cancelled bookings done through Yatra.com    \xe2\x80\xa2\tView booking details, request for e-tickets and details on SMSOther features of the app    \xe2\x80\xa2\tOne touch navigation to navigate from anywhere to anywhere within the app    \xe2\x80\xa2\tAir Fare graph for flights to compare fares     \xe2\x80\xa2\tSave your card details for a faster booking experience     \xe2\x80\xa2\tStores traveler details so that you don\xe2\x80\x99t have to enter them each time you make a bookingDownload the Yatra.com mobile app for android today get the best deals on the go Visit www.yatra.com for more information. For queries / suggestions / feedback please write to us @ apps@yatra.com  '"
Hangouts,com.google.android.talk,Communication,"Text, Video","b' Use Hangouts to keep in touch. Message contacts, start free video or voice calls, and hop on a conversation with one person or a group.  \xe2\x80\xa2 Include all your contacts with group chats for up to 150 people. \xe2\x80\xa2 Say more with status messages, photos, videos, maps, emoji, stickers, and animated GIFs. \xe2\x80\xa2 Turn any conversation into a free group video call with up to 10 contacts. \xe2\x80\xa2 Call any phone number in the world (and all calls to other Hangouts users are free!). \xe2\x80\xa2 Connect your Google Voice account for phone calling, SMS texting, and voicemail integration. \xe2\x80\xa2 Keep in touch with contacts across Android, iOS, and the web, and sync chats across all your devices. \xe2\x80\xa2 Message contacts anytime, even if they\xe2\x80\x99re offline.  Notes: Mobile carrier and ISP charges may apply. Calls to Hangouts users are free, but other calls might be charged. View our calling rates at https://www.google.com/hangouts/rates  '"
UberEATS,com.ubercab.eats,Food,,"b' Get the food you want from the restaurants you love, delivered at Uber speed.  Food you want: we\xe2\x80\x99re working with over a hundred restaurants in your city to put great local food all in one place. If you\xe2\x80\x99re craving it, you can find it on UberEATS.  Speed you need: by tapping into the Uber network, you can get anything from our list of local restaurants, fast. Service you love: when you\xe2\x80\x99re ready to place your order, you\xe2\x80\x99ll see a total that includes the food and delivery price. There\xe2\x80\x99s no need to tip. Pay with your Uber account and use the app to watch your order come to you.  UberEATS is currently available in Auckland, Bangkok, Bogota, Brussels, Dubai, Hong Kong, Sao Paulo, Singapore, Stockholm, Taipei, Tokyo, Madrid, Milan, Moscow, Mumbai, New Delhi, Vienna, Warsaw, and multiple cities in the US, Australia, Canada, England, France, Mexico, the Netherlands and South Africa.  '"
TeamViewer,com.teamviewer.meeting.market.mobile,Communication,"Text, Video","b' Participate in meetings from your Android device any time, anywhere. You will never miss an important discussion again: \xe2\x80\x9cTeamViewer for meetings\xe2\x80\x9d allows you to participate in web-conferences spontaneously and with more flexibility without being in front of your computer. Download the app, enter the Meeting ID and get started straight away!Features------------------------------ Join a meeting on the go - also during a telephone call- Use the integrated pointer-function to draw the attention of the presenter to an important point- Send chat messages-Voice over IP conferences: Use VoiP and discuss with the other participants during a meeting - Integrated conference call option- Meets the highest security standards: 256 Bit AES Session Encoding, 1024 Bit RSA Key Exchange- Automatic quality adjustment- Optimized for Android tablets: full hardware acceleration for Android 3.x tablets- Is available for Android 2.2 and higherLicense-----------------------------\xe2\x80\x9cTeamViewer for Meetings\xe2\x80\x9d is free of charge for participation in meetings via your Android device.Quick Guide-----------------------------1. Install and start \xe2\x80\x9cTeamViewer for Meetings\xe2\x80\x9d on your Android device. 2. Enter the Meeting ID you receive from the presenter in the appropriate field.3. Click on \xe2\x80\x9cJoin Meeting\xe2\x80\x9d and you will instantly see the presenter\xe2\x80\x99s screen.Host your own meetings quickly and easily today on your computer. Use TeamViewer for instant online meetings or schedule your online meetings in advance. You will find more information about TeamViewer, the All-in-One-solution for meetings and remote control, at www.teamviewer.com/link/?url=319704.Do you want to control a computer remotely on the go? Download TeamViewer for remote control https://market.android.com/details?id=com.teamviewer.teamviewer.market.mobile on your Android device and benefit from more flexibility with TeamViewer.Keywords: online meeting, desktop sharing, presentation, web-conference  '"
TripAdvisor,com.tripadvisor.tripadvisor,Travel,Hotels,"b"" Millions of traveler reviews, photos, and maps from TripAdvisor. Know better. Book better. Go better. With over 500 million reviews and opinions by travelers, TripAdvisor makes it easy to find the lowest airfare, best hotels, great restaurants, and fun things to do, wherever you go. And booking options for hotels, restaurants and flights are just a tap away.The TripAdvisor mobile app is free and easy to use.\xe2\x80\xa2 We compare prices from 200+ hotel booking sites to find the lowest price on the right hotel for you\xe2\x80\xa2 Browse millions of reviews, opinions, videos and candid photos by travelers\xe2\x80\xa2 Find the best hotel for you, including Travelers' Choice award winners\xe2\x80\xa2 Explore restaurants by food type, price range, and rating\xe2\x80\xa2 Discover cool things to do in any destination\xe2\x80\xa2 Compare airfares and find great deals \xe2\x80\xa2 Use Near Me Now to discover options near you\xe2\x80\xa2 Get answers to your specific travel questions in the forums\xe2\x80\xa2 Add your own reviews and photos\xe2\x80\xa2 Download maps, reviews, and your saves for Amsterdam, Bangkok, Barcelona, Berlin, Boston, Hong Kong, Las Vegas, London, New York, Orlando, Paris, Prague, Rome, San Francisco, Singapore, Tokyo and over 300 other cities worldwide onto your phone for free; avoid using expensive data roaming plans while you travelApp Permissions Description:\xe2\x80\xa2 Storage: TripAdvisor uses Google Maps, which uses external/USB storage for caching downloaded map information.\xe2\x80\xa2 Your location: These permissions are needed to obtain your location so we can help you discover hotels, restaurants, and attractions around you. Network-based location gets a quick location, but is not usually pinpoint accurate. GPS is a bit slower to initially locate you, but is usually more accurate.\xe2\x80\xa2 Camera: The TripAdvisor phone app allows you to take a picture using your Android device camera directly.\xe2\x80\xa2 Network communication: Allows the app to transmit information to and from your phone via the Internet.\xe2\x80\xa2 Your accounts: We are using the Android Application Account Manager to store your credentials in a TripAdvisor account (you can find it in Settings under the Accounts tab). If you remove the app we also remove the TripAdvisor account on the device. \xe2\x80\xa2 System tools: This location provider permission provides more detailed location information so that TripAdvisor can pick the best possible location source for your current situation. The \xe2\x80\x9ctest access\xe2\x80\x9d permission allows Android to check if it can use your external/USB storage for caching map information.  """
ES File Explorer,com.estrongs.android.pop,Files,Manager,"b"" Free, Safe, Simple, Manage your files efficiently and easily with ES File Explorer (File Manager)! ES File Explorer (File Manager) is a full-featured file (Images,  Music,  Movies,  Documents,  app) manager for both local and networked use! With over 500 million users worldwide, ES File Explorer (File Manager) helps manage your android phone and files efficiently and effectively and share files without data cost.File Manager and Folder Manager \xe2\x80\x93 Powerful tools put desktop-grade features in your pocket\xe2\x80\x83\xe2\x80\xa2 Sender: Transfer apps, images, music, movies, documents, without using mobile data and cables. Support same Wi-Fi mode & auto-created hotspot.\xe2\x80\x83\xe2\x80\xa2 File Manager: Manage your files with cut, copy, paste, rename, and compress operations\xe2\x80\x83\xe2\x80\xa2 Built-in viewers and players for various file types: click to play music/videos, check image(s) and document(s)\xe2\x80\x83\xe2\x80\xa2 Built-in ZIP and RAR support: allows you to compress and decompress ZIP files, unpack RAR files, and create encrypted (AES 256 bit) ZIP filesRemote File Access \xe2\x80\x93 Get to your files from anywhere\xe2\x80\x83\xe2\x80\xa2 Cloud Storage: Supports Dropbox, Box.net, Sugarsync, Google Drive, OneDrive(SkyDrive), Amazon S3, Yandex and more clouds platforms\xe2\x80\x83\xe2\x80\xa2 Remote File Manager: When this feature is enabled, you can manage files on your phone from your computer\xe2\x80\x83\xe2\x80\xa2 Functions as an FTP and WebDAV client: Manage files on FTP, FTPS, SFTP, and WebDAV servers just like you manage files on your SD card\xe2\x80\x83\xe2\x80\xa2 Access your home PC: Through your smartphone via WiFi with SMBFile transfer and File Explorer\xe2\x80\x83\xe2\x80\xa2 Root Explorer: The ultimate set of file management tools for root users. Provides access to the entire file system and all data directories, and allows the user to change permissions.\xe2\x80\x83\xe2\x80\xa2 Bluetooth file browser: You can copy and paste files between Bluetooth-ready devices. ES File Explorer (File Manager) supports OBEX FTP for browsing devices and transferring files between Bluetooth devices\xe2\x80\x83\xe2\x80\xa2 Wi-Fi File transfer: Use your PC to wirelessly edit your mobile files using FTPLibrary and Other \xe2\x80\x93 Find any and every file in seconds\xe2\x80\x83\xe2\x80\xa2 App Manager: Categorize, uninstall, back up, and create shortcuts to your apps\xe2\x80\x83\xe2\x80\xa2 Note editor: support syntax highlight for 30 languages (Java, XML, Javascript, PHP, Perl, Python, Ruby, etc).\xe2\x80\x83\xe2\x80\xa2 SD Card Analyst: Analyze for App Associate Folder & Large Files & Recently Created Files & Redundancy Files & Duplicate Files to help save space; Detect Sensitive Permission & App Cache & Memory Usage to know your apps better\xe2\x80\x83\xe2\x80\xa2 Kill tasks with a single click, increase memory and speed up your device: Includes a simple widget that stays on your home screen to let you know your current RAM situation and automatically kill tasks, with an ignore list to ignore the applications you want to keep running. The Task Manager module is required for this feature.\xe2\x80\x83\xe2\x80\xa2 Cache Cleaner and Auto-start Manager: Delete junk files that take up valuable storage space. The Task Manager module is required for this feature. \xe2\x80\x83\xe2\x80\xa2 Smart Charge: Display SD card status, real-time new files on screen when charging \xe2\x80\x83\xe2\x80\xa2 Real-time Observer\xef\xbc\x9ahelp load recently added files in library 80% fasterOther Apps\xef\xbc\x9ahttps://play.google.com/store/apps/details?id=com.simejikeyboardES File Explorer (File Manager) helps you handle all your files whether they are stored in your device's memory, microSD card, local area network, and cloud storage accounts.By default, ES File Explorer (File Manager) allows you to copy, move, rename, delete or share files to and from any of your storages. It also lets you browse and access your files by category.  """
Telegram,org.telegram.messenger,Communication,Text,"b"" Pure instant messaging \xe2\x80\x94 simple, fast, secure, and synced across all your devices. Over 100 million active users in two and a half years.FAST: Telegram is the fastest messaging app on the market, connecting people via a unique, distributed network of data centers around the globe.SYNCED: You can access your messages from all your devices at once. Start typing on your phone and finish the message from your tablet or laptop. Never lose your data again.UNLIMITED: You can send media and files, without any limits on their type and size. Your entire chat history will require no disk space on your device, and will be securely stored in the Telegram cloud for as long as you need it.SECURE: We made it our mission to provide the best security combined with ease of use. Everything on Telegram, including chats, groups, media, etc. is encrypted using a combination of 256-bit symmetric AES encryption, 2048-bit RSA encryption, and Diffie\xe2\x80\x93Hellman secure key exchange.POWERFUL: You can create group chats for up to 20,000 members, share large videos, documents of any type (.DOC, .MP3, .ZIP, etc.), and even set up bots for specific tasks. It's the perfect tool for hosting online communities and coordinating teamwork.RELIABLE: Built to deliver your messages in the minimum bytes possible, Telegram is the most reliable messaging system ever made. It works even on the weakest mobile connections. FUN: Telegram has powerful photo and video editing tools and an open sticker/GIF platform to cater to all your expressive needs.SIMPLE: While providing an unprecedented array of features, we are taking great care to keep the interface clean. With its minimalist design, Telegram is lean and easy to use.100% FREE & NO ADS: Telegram is free and will always be free. We are not going to sell ads or introduce subscription fees. PRIVATE: We take your privacy seriously and will never give third parties access to your data.For those interested in maximum privacy, Telegram offers Secret Chats. Secret Chat messages can be programmed to self-destruct automatically from both participating devices. This way you can send all types of disappearing content \xe2\x80\x94 messages, photos, videos, and even files. Secret Chats use end-to-end encryption to ensure that a message can only be read by its intended recipient.We keep expanding the boundaries of what you can do with a messaging app. Don\xe2\x80\x99t wait years for older messengers to catch up with Telegram \xe2\x80\x94 join the revolution today.  """
MakeMyTrip,com.makemytrip,Travel,"Flight, Hotel, Railway, bus","b' If you see any problems in your Referral balance or credits, please email us at playstorefeedback@makemytrip.comINTRODUCING: My Trip ContactsNow Join My Trip Contacts by syncing your phone book Contacts on MMT and you can earn every time a contact books an International Flight or Hotel booking on MakeMyTrip appsJoin for over 10 million happy travellers on MakeMyTrip app to enjoy exclusive app discounts on hotel bookings, IRCTC authorised railway ticket booking and an overall seamless booking experience. Works well on Reliance Jio models. Once you download the app, get started with these awesome benefits:Flight Bookings- Travel within India and abroad- Cheapest flight tickets for one-way and round trips on domestic and international flights- Great discounts on round trip flight bookings- Featured domestic airlines: Indigo, Jet Airways, Air India, Spice Jet, Jet lite, Jet Airways, Indigo, Indian Airlines, Go Air, Air Costa, Air Asia, Vistara and Air India Express- Featured international airlines: Kuwait Airways, Qatar Airways, Malaysia Airlines, Thai Airways, British Airways, Air Arabia, Emirates, Etihad, Singapore Air, Lufthansa, Air Arabia, Cathay Pacific, Saudi Arabian Airlines, American Airlines, Delta Airlines, Continental AirlinesHotel Booking (powered by tripadvisor Ratings)- Easy to search hotel information- Book a cheap hotel of your choice in India and the world\xe2\x80\x99s best cities- Get up to 45% discount on online hotel booking- No credit card? Don\xe2\x80\x99t worry. Now, you can pay for your booking at the hotel itself! Search hotel information and book easily- Tripadvisor ratings and reviews to help you choose your hotel- Bookings on Value+ hotels - a great value for moneyHoliday Booking - India & International- Easily choose & Book holiday packages across the world for weekend, romantic, family & group getaways - Get exciting deals, instant confirmation, assured assistance & extra discounts on app bookings- Get curated holiday experiences without hassles of planning minute details. All aspects coveredBus Bookings- Book bus tickets across 12,000 bus routes with over 1,300 bus operators in India - Widest range of available buses like Mercedes, Volvo, Volvo AC, AC luxury, Deluxe, Sleeper, Express and other private busesIRCTC Authorized Rails Booking- Search for all available trains- One stop point for railway ticket booking- IRCTC Railway ticket booking (general and tatkal) on all major routes in IndiaOutstation Cabs- Just in time for the holiday season, MakeMyTrip announces the launch of CABS, an outstation cab booking  service to make travel more convenient and affordable.- Whether you are looking for a short break or a quick weekend getaway,CABS can now make sure you reach your destination on time and back safelyPNR Status- Know your PNR status easily after your train booking- PNR status is available for tickets booked with us- PNR status is regularly updatedManage Trips - Access all your flight and hotel bookings through MakeMyTrip - View booking details, make cancellations, request e-tickets and much more- Manage your holiday without any hasslesFast, Safe, Secure- To ensure security of your information, MakeMyTrip has taken PCI DSS compliance certification. PCI DSS is the payment card industry security requirement for entities that store, process or transmit cardholder data, and has been endorsed by all the major card brands\xe2\x80\x94Visa Inc., MasterCard Worldwide, Discover Network, American Express and JCB.Flight Status - Now check the PNR status of the flight anytime, anywhere, whether you are going to board a flight or receiving someone at the airportExclusive Deals - Amazing travel deals for mobile app users - Our app only offers through push notifications provide great discounts on flights, hotels and holiday bookings- Watch out for Appy Hours that has exciting holiday deals every Thursday eveningPrivacy policy: http://www.makemytrip.com/legal/privacy_policy.html  '"
Microsoft Word,com.microsoft.office.word,Files,,"b"" Named one of the \xe2\x80\x9cBest Apps of 2015\xe2\x80\x9d by Google PlayThe real Microsoft Word app for Android phones and tablets. Microsoft Word for Android is made for work on-the-go. Word has the familiar look, feel and quality of Office with an intuitive touch experience designed for Android phones and tablets. Whether you want to create a beautiful document or just need to read and make quick edits on-the-go, Word gives you the best productivity experience you want. Work with confidence knowing that we save your changes automatically and you won\xe2\x80\x99t lose any formatting or data as you move across devices. You\xe2\x80\x99ll have easy access to your documents in the cloud whenever you need them. The free Microsoft Word app provides a core experience for viewing, creating and editing docs on devices with a screen size of 10.1 inches or smaller. You can unlock the full Word experience with an Office 365 subscription.By installing the app, you agree to these terms and conditions: http://aka.ms/eula. REAL MICROSOFT WORDGet the best productivity app on your Android phones and tablets with Microsoft Word. It combines the familiar look, feel and quality of Office with a touch-friendly experience designed for Android. \xe2\x80\xa2 Office offers unequaled file compatibility and layout fidelity. Documents will look exactly how you intended on your Android phone and tablet.\xe2\x80\xa2 The familiar navigation and menu options in the ribbon help you get started quickly.\xe2\x80\xa2 The familiar features you know in Word - Images, charts, footnotes, formulas, tables are all in the touch-first apps to give you the best productivity experience on your phone and tablet.\xe2\x80\xa2 The Word app is designed for one-handed use on your phone, with controls at the bottom of the screen. No keyboard or mouse required.\xe2\x80\xa2 Save time by using one of the handy templates for your task list, research paper or family update.DO YOUR BEST WORK \xe2\x80\x93 ANYWHERE, ANYTIMEBe productive anywhere with touch-first Word app. Create, read and make edits on-the-go with easy access to your documents in the cloud.\xe2\x80\xa2 Create beautiful documents with Word. It\xe2\x80\x99s easy to insert textboxes, charts and images with the touch of your fingers. \xe2\x80\xa2 New documents are automatically saved in a location of your choice as soon as you start typing\xe2\x80\xa2 Get a rich reading experience with Word. Reflow view adapts your document to fit perfectly on your Android Phone so you can read e-book style with simple swipes. \xe2\x80\xa2 Access your recent files from any device so you can quickly pick up from where you left off. \xe2\x80\xa2 Your documents are a click away. Access your files whenever you need to, with OneDrive, One Drive for Business, SharePoint, Google Drive, Box, Dropbox support.'WORK TOGETHERCollaborate on documents and share your ideas right from your Android phone and tablet. \xe2\x80\xa2 Easily share your documents with the cloud-connected Word app simply by sending a link or attachment\xe2\x80\xa2 Work with others at the same time. You can view and restore a previous version of your document, so you never have to worry about losing your work\xe2\x80\xa2 Track changes, comments and mark-up docs so everybody knows the thinking behind the editsRequirements:\xe2\x80\xa2 OS version: KitKat (4.4.X) or above\xe2\x80\xa2 1 GB RAM or aboveSign in with a free Microsoft account to create or edit docs. A qualifying Office 365 subscription is required to unlock the full Office experience. Office 365 is also required to create or edit on tablets with a screen larger than 10.1 inches. See office.com/information for a list of qualifying plans.If you don\xe2\x80\x99t have a subscription, you can buy Office 365 Home or Office 365 Personal within the app in most countries and regions. With an Office 365 subscription, you get the full Word, Excel and PowerPoint experience on Android tablet, phone, iPad and iPhone, and you can install full Word, Excel, PowerPoint, Outlook and OneNote on PCs or Macs.  """
